Key	Type	Desc	Chinese (Simplified)	English	French	German	Spanish	Portuguese (Brazil)	Russian	Italian	Japanese	Korean	Chinese (Traditional)	Indonesian											
Obj/TaskComplete/Text7503	base	0	玫瑰永远是浪漫的代名词。	Roses are always synonymous with romance.	Les roses sont toujours synonymes de romance.	Rosen sind immer gleichbedeutend mit Romantik.	Las rosas son siempre sinónimo de romance.	As rosas são sempre sinônimo de romance.	Розы всегда ассоциируются с романтикой.	Le rose sono sempre sinonimo di romanticismo.	バラは常にロマンスの代名詞です。	장미는 항상 로맨스와 동의어입니다.	玫瑰永遠是浪漫的代名詞。	Bunga mawar selalu identik dengan romantisme.											
Obj/TaskComplete/Text7504	base	0	如果想要处理椅子上松动的螺母，还是得用到钢丝钳。	Pliers are required to secure this screw.	Des pinces sont nécessaires pour fixer cette vis.	Zum Sichern dieser Schraube wird eine Zange benötigt.	Se requieren alicates para asegurar este tornillo.	Alicates são necessários para fixar este parafuso.	"Плоскогубцы необходимы, чтобы закрепить этот винт."	Le pinze sono necessarie per fissare questa vite.	このネジを固定するにはペンチが必要です。	이 나사를 고정하려면 플라이어가 필요합니다.	如果想要處理椅子上鬆動的螺母，還是得用到鋼絲鉗。	"Jika Anda ingin mengatasi mur yang lepas di kursi, Anda tetap harus menggunakan pemotong kawat."											
Obj/TaskComplete/Text7505	base	0	鸡毛掸子可以处理沙发上的浮灰。	You can use this to remove dust from items.	Vous pouvez l'utiliser pour enlever la poussière des objets.	"Sie können dies verwenden, um Staub von Gegenständen zu entfernen."	Puede usar esto para quitar el polvo de los artículos.	Puede usar esto para quitar el polvo de los artículos.	Вы можете использовать это для удаления пыли с предметов.	Puoi usarlo per rimuovere la polvere dagli oggetti.	これを使用して、アイテムからほこりを取り除くことができます。	이것을 사용하여 물건의 먼지를 제거할 수 있습니다.	雞毛撣子可以處理沙發上的浮灰。	Kemoceng dapat mengatasi debu yang beterbangan di sofa.											
Obj/TaskComplete/Text7506	base	0	珍珠做的首饰，很难让人不喜欢。	Jewelry made of pearls is hard to dislike.	Les bijoux en perles sont difficiles à détester.	Schmuck aus Perlen ist schwer abzulehnen.	La joyería hecha de perlas es difícil de no gustar.	Jóias feitas de pérolas são difíceis de não gostar.	Украшения из жемчуга трудно не любить.	I gioielli fatti di perle sono difficili da non amare.	真珠で作ったアクセサリーが気に入らないです。	진주로 만든 장신구는 사람들이 싫어하기 어렵습니다.	珍珠做的首飾，很難讓人不喜歡。	Perhiasan yang terbuat dari mutiara sulit untuk tidak disukai.											
Obj/TaskComplete/Text7507	base	0	用美食开启新的一天。	Start your day with delicious food.	Commencez votre journée avec des plats délicieux.	Beginnen Sie Ihren Tag mit leckerem Essen.	Comience su día con comida deliciosa.	Comece o seu dia com comida deliciosa.	Начните свой день с вкусной еды.	Inizia la giornata con cibo delizioso.	美味しい食べ物で新しい一日を開く。	맛있는 음식으로 하루를 엽니다.	用美食開啓新的一天。	Mulailah hari Anda dengan makanan lezat.											
Obj/TaskComplete/Text7508	base	0	美食能够提供愉悦的情绪，尤其是在你心情不佳时。	"Food can provide a pleasant mood, especially when you are in a bad mood."	"La nourriture peut créer une humeur agréable, surtout lorsque vous êtes de mauvaise humeur."	"Essen kann für gute Laune sorgen, besonders wenn man schlechte Laune hat."	"La comida puede proporcionar un estado de ánimo agradable, especialmente cuando estás de mal humor."	"A comida pode proporcionar um clima agradável, especialmente quando você está de mau humor."	"Еда может обеспечить приятное настроение, особенно когда вы в плохом настроении."	"Il cibo può fornire uno stato d'animo piacevole, specialmente quando sei di cattivo umore."	食べ物は特に気分が良くない時に気分を良くしてくれる。	음식은 특히 기분이 나쁠 때 기분 좋은 기분을 제공할 수 있습니다.	美食能夠提供愉悅的情緒，尤其是在你心情不佳時。	"Makanan dapat memberikan suasana hati yang menyenangkan, terutama saat suasana hati sedang buruk."											
Obj/TaskComplete/Text7509	base	0	优雅、浪漫，谁会不喜欢珍珠呢？	"Elegant and romantic, who doesn't love pearls?"	"Élégante et romantique, qui n'aime pas les perles ?"	"Elegant und romantisch, wer liebt keine Perlen?"	"Elegante y romántico, ¿a quién no le gustan las perlas?"	"Elegante e romântico, quem não ama pérolas?"	"Элегантный и романтичный, кто не любит жемчуг?"	"Elegante e romantica, chi non ama le perle?"	優雅でロマンチック、誰が真珠を嫌うだろうか。	우아하고 낭만적인데 누가 진주를 싫어할까?	優雅、浪漫，誰會不喜歡珍珠呢？	"Elegan dan romantis, siapa yang tidak menyukai mutiara?"											
Obj/TaskComplete/Text7510	base	0	织毛毯是一件既有趣又枯燥的事。	Weaving blankets is both fun and boring.	Tisser des couvertures est à la fois amusant et ennuyeux.	Das Weben von Decken macht Spaß und ist langweilig.	Tejer mantas es divertido y aburrido.	Tecer cobertores é divertido e chato.	Ткать одеяла одновременно весело и скучно.	La tessitura di coperte è sia divertente che noiosa.	毛布を編むのは面白くて退屈なことだ。	담요를 짜는 것은 재미있고 지루한 일입니다.	織毛毯是一件既有趣又枯燥的事。	Menenun selimut itu menyenangkan dan membosankan.											
Obj/TaskComplete/Text7511	base	0	太冷了，我需要一些毛毯。	"It's so cold, I need some blankets."	"Il fait si froid, j'ai besoin de couvertures."	"Es ist so kalt, ich brauche ein paar Decken."	"Hace mucho frío, necesito algunas mantas."	"Está tão frio, preciso de cobertores."	"Так холодно, мне нужны одеяла."	"Fa così freddo, mi servono delle coperte."	とても寒くて毛布が必要です。	너무 추워서 담요가 좀 필요해요.	太冷了，我需要一些毛毯。	"Dingin sekali, aku butuh selimut."											
Obj/TaskComplete/Text7512	base	0	我喜欢在沙发上盖着毛毯，非常舒适。	"I love the blanket on the couch, it's so comfy."	"J'adore la couverture sur le canapé, c'est tellement confortable."	"Ich liebe die Decke auf der Couch, sie ist so gemütlich."	"Me encanta la manta del sofá, es muy cómoda."	"Eu amo o cobertor no sofá, é tão confortável."	"Мне нравится плед на диване, он такой удобный."	"Adoro la coperta sul divano, è così comoda."	私はソファーに毛布をかぶせるのが好きで、とても楽です。	나는 소파에 담요를 덮는 것을 좋아하는데 매우 편안합니다.	我喜歡在沙發上蓋着毛毯，非常舒適。	"Saya suka selimut di sofa, sangat nyaman."											
Obj/SpurLine/TaskComplete/Text1	base	0	开始积攒石头!	We need a lot of stones.	Nous avons besoin de beaucoup de pierres.	Wir brauchen viele Steine.	Necesitamos muchas piedras.	Precisamos de muitas pedras.	Нам нужно много камней.	Abbiamo bisogno di molte pietre.	たくさんの石が必要です。	우리는 많은 돌이 필요합니다.	開始積攢石頭!	Mulailah mengumpulkan batu!											
Obj/SpurLine/TaskComplete/Text2	base	0	这些石头待会就能派上用场了。	These stones will soon be used for construction.	Ces pierres seront bientôt utilisées pour la construction.	Diese Steine ​​werden bald zum Bauen verwendet.	Estas piedras pronto se utilizarán para la construcción.	Estas pedras serão usadas em breve para a construção.	Эти камни скоро будут использованы для строительства.	Queste pietre saranno presto utilizzate per la costruzione.	これらの石はすぐに建設に使用されます。	이 돌들은 곧 건설에 사용될 것입니다.	這些石頭待會就能派上用場了。	Batu-batu ini akan berguna nantinya.											
Obj/SpurLine/TaskComplete/Text3	base	0	"这是蛋糕店的设计图,好看吗?"	"This is the design of the cake shop, is it good?"	"C'est le design de la pâtisserie, est-ce bon ?"	"Das ist das Design der Konditorei, ist es gut?"	"Este es el diseño de la pastelería, ¿es bueno?"	"Este é o design da confeitaria, é bom?"	"Это дизайн кондитерской, он хорош?"	"Questo è il design della pasticceria, è buono?"	ケーキ屋さんのデザインですよね？	케익가게 디자인인데 괜찮나요?	"這是蛋糕店的設計圖,好看嗎?"	"Ini adalah gambar desain toko kue, apakah sudah terlihat bagus?"											
Obj/SpurLine/TaskComplete/Text4	base	0	我需要更多的材料来建造属于我的店铺!	I need more materials to build the coffee shop.	J'ai besoin de plus de matériaux pour construire le café.	"Ich brauche mehr Materialien, um das Café zu bauen."	Necesito más materiales para construir la cafetería.	Preciso de mais materiais para construir a cafeteria.	"Мне нужно больше материалов, чтобы построить кофейню."	Ho bisogno di più materiali per costruire la caffetteria.	喫茶店を建てるにはもっと材料が必要です。	커피숍을 지으려면 더 많은 재료가 필요합니다.	我需要更多的材料來建造屬於我的店鋪!	Saya membutuhkan lebih banyak bahan untuk membangun toko saya!											
Obj/SpurLine/TaskComplete/Text5	base	0	咖啡店快要大功告成了。	The coffee shop is about to be built.	Le café est sur le point d'être construit.	Das Café soll gebaut werden.	La cafetería está a punto de construirse.	O café está prestes a ser construído.	Кофейня будет построена.	La caffetteria sta per essere costruita.	喫茶店が建ちそうです。	커피숍이 건설될 예정입니다.	咖啡店快要大功告成了。	Kedai kopi hampir selesai.											
Obj/SpurLine/TaskComplete/Text6	base	0	开始积攒木材!	We need a lot of wood.	Nous avons besoin de beaucoup de bois.	Wir brauchen viel Holz.	Necesitamos mucha madera.	Precisamos de muita madeira.	Нам нужно много дров.	Abbiamo bisogno di molto legno.	たくさんの木が必要です。	우리는 많은 나무가 필요합니다.	開始積攢木材!	Mulailah mengumpulkan kayu!											
Obj/SpurLine/TaskComplete/Text7	base	0	食谱为烹饪成功提供了帮助。	Recipes for cooking success.	Recettes pour cuisiner avec succès.	Rezepte für erfolgreiches Kochen.	Recetas para cocinar con éxito.	Receitas para cozinhar o sucesso.	Рецепты кулинарного успеха.	Ricette per il successo in cucina.	料理を成功させるためのレシピ。	요리 성공을 위한 요리법.	食譜為烹飪成功提供了幫助。	Resep memberikan bantuan untuk kesuksesan kuliner.											
Obj/SpurLine/TaskComplete/Text8	base	0	"对于不会烹饪的人来说,食谱很有帮助的。"	"For newbies, you need a cookbook."	"Pour les débutants, vous avez besoin d'un livre de cuisine."	Für Anfänger benötigen Sie ein Kochbuch.	"Para los novatos, necesitas un libro de cocina."	"Para iniciantes, você precisa de um livro de receitas."	Для новичков нужна кулинарная книга.	"Per i neofiti, hai bisogno di un libro di cucina."	初心者にはクックブックが必要です。	초보자에게는 요리책이 필요합니다.	"對於不會烹飪的人來說,食譜很有幫助的。"	"Bagi yang tidak bisa memasak, resepnya sangat membantu."											
